acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,name
0.00668,https://api.spotify.com/v1/audio-analysis/5e7L6oSZqsWpBDBSywSFX6,0.519,109600,0.821,5e7L6oSZqsWpBDBSywSFX6,0.62,8,0.222,-6.985,1,0.0359,125.03,4,https://api.spotify.com/v1/tracks/5e7L6oSZqsWpBDBSywSFX6,audio_features,spotify:track:5e7L6oSZqsWpBDBSywSFX6,0.753,コース
0.0713,https://api.spotify.com/v1/audio-analysis/5FkHX5Ms0QWvgsANCVS0I4,0.672,215280,0.838,5FkHX5Ms0QWvgsANCVS0I4,0.817,11,0.105,-6.497,1,0.0392,94.989,4,https://api.spotify.com/v1/tracks/5FkHX5Ms0QWvgsANCVS0I4,audio_features,spotify:track:5FkHX5Ms0QWvgsANCVS0I4,0.961,停滞夜
0.0078,https://api.spotify.com/v1/audio-analysis/6MPOZHPf5tlpym3ShGLPUv,0.343,245000,0.768,6MPOZHPf5tlpym3ShGLPUv,0.885,8,0.106,-6.833,0,0.0334,173.914,4,https://api.spotify.com/v1/tracks/6MPOZHPf5tlpym3ShGLPUv,audio_features,spotify:track:6MPOZHPf5tlpym3ShGLPUv,0.795,クラーク
0.371,https://api.spotify.com/v1/audio-analysis/09y1uIiXz3Mp2BzOa0096w,0.734,294840,0.475,09y1uIiXz3Mp2BzOa0096w,0.00238,0,0.0415,-8.101,1,0.0466,83.015,4,https://api.spotify.com/v1/tracks/09y1uIiXz3Mp2BzOa0096w,audio_features,spotify:track:09y1uIiXz3Mp2BzOa0096w,0.813,Paradise
0.777,https://api.spotify.com/v1/audio-analysis/086j4oma2ebfY14K7RqsET,0.644,166000,0.309,086j4oma2ebfY14K7RqsET,0.393,0,0.0856,-11.493,1,0.033,57.503,4,https://api.spotify.com/v1/tracks/086j4oma2ebfY14K7RqsET,audio_features,spotify:track:086j4oma2ebfY14K7RqsET,0.344,公園
0.48,https://api.spotify.com/v1/audio-analysis/6JveqD1Wk7IXSRjamensWf,0.447,88493,0.909,6JveqD1Wk7IXSRjamensWf,0.831,1,0.105,-8.269,0,0.0701,80.02,5,https://api.spotify.com/v1/tracks/6JveqD1Wk7IXSRjamensWf,audio_features,spotify:track:6JveqD1Wk7IXSRjamensWf,0.661,いらだち
0.0798,https://api.spotify.com/v1/audio-analysis/4MYcl9OWyHQ0I0ssZ5RzZ4,0.651,135160,0.9,4MYcl9OWyHQ0I0ssZ5RzZ4,0.369,11,0.094,-5.154,0,0.0317,127.956,4,https://api.spotify.com/v1/tracks/4MYcl9OWyHQ0I0ssZ5RzZ4,audio_features,spotify:track:4MYcl9OWyHQ0I0ssZ5RzZ4,0.955,ささやき
0.000826,https://api.spotify.com/v1/audio-analysis/2YiAI1yTfCID6pZHFCO5Sx,0.366,145347,0.957,2YiAI1yTfCID6pZHFCO5Sx,0.88,1,0.0992,-6.11,0,0.0419,170.11,4,https://api.spotify.com/v1/tracks/2YiAI1yTfCID6pZHFCO5Sx,audio_features,spotify:track:2YiAI1yTfCID6pZHFCO5Sx,0.494,テレポート
0.717,https://api.spotify.com/v1/audio-analysis/1ghZXJc4elp2Qb9ivJTcnj,0.678,154133,0.671,1ghZXJc4elp2Qb9ivJTcnj,0.156,4,0.258,-6.637,1,0.0294,80.024,4,https://api.spotify.com/v1/tracks/1ghZXJc4elp2Qb9ivJTcnj,audio_features,spotify:track:1ghZXJc4elp2Qb9ivJTcnj,0.914,ボート
0.0713,https://api.spotify.com/v1/audio-analysis/6rccAJCSlylaMASAKch6Lu,0.623,237573,0.568,6rccAJCSlylaMASAKch6Lu,0.645,7,0.244,-9.721,1,0.0411,84.99,4,https://api.spotify.com/v1/tracks/6rccAJCSlylaMASAKch6Lu,audio_features,spotify:track:6rccAJCSlylaMASAKch6Lu,0.96,ESC
0.626,https://api.spotify.com/v1/audio-analysis/0UwNyh7dbtMdxjG8z5OOix,0.706,190493,0.441,0UwNyh7dbtMdxjG8z5OOix,0.361,6,0.09,-11.203,0,0.0295,88.075,4,https://api.spotify.com/v1/tracks/0UwNyh7dbtMdxjG8z5OOix,audio_features,spotify:track:0UwNyh7dbtMdxjG8z5OOix,0.622,3年
0.0121,https://api.spotify.com/v1/audio-analysis/4QUDg5KzsPQJ6TnVizUWat,0.621,258400,0.83,4QUDg5KzsPQJ6TnVizUWat,0.857,6,0.112,-9.135,1,0.0355,122.966,4,https://api.spotify.com/v1/tracks/4QUDg5KzsPQJ6TnVizUWat,audio_features,spotify:track:4QUDg5KzsPQJ6TnVizUWat,0.876,number
0.286,https://api.spotify.com/v1/audio-analysis/4kLtEvTEr0hP4PW4x7khXa,0.502,336440,0.599,4kLtEvTEr0hP4PW4x7khXa,0.889,7,0.216,-9.373,1,0.0472,125.04,4,https://api.spotify.com/v1/tracks/4kLtEvTEr0hP4PW4x7khXa,audio_features,spotify:track:4kLtEvTEr0hP4PW4x7khXa,0.422,春の日
0.166,https://api.spotify.com/v1/audio-analysis/0eWRsULORXfV3Mmwvb9PF3,0.41,222520,0.809,0eWRsULORXfV3Mmwvb9PF3,0.0451,7,0.108,-8.046,1,0.0591,135.025,4,https://api.spotify.com/v1/tracks/0eWRsULORXfV3Mmwvb9PF3,audio_features,spotify:track:0eWRsULORXfV3Mmwvb9PF3,0.217,Fly me to the mars
0.0577,https://api.spotify.com/v1/audio-analysis/3Mv4NSaWZhe4LHqzVg6td3,0.78,232280,0.64,3Mv4NSaWZhe4LHqzVg6td3,0.624,9,0.0994,-8.843,1,0.0371,97.937,4,https://api.spotify.com/v1/tracks/3Mv4NSaWZhe4LHqzVg6td3,audio_features,spotify:track:3Mv4NSaWZhe4LHqzVg6td3,0.892,cider cider
0.343,https://api.spotify.com/v1/audio-analysis/4dCxKYQaooXEDoPxhAvlmK,0.683,313560,0.736,4dCxKYQaooXEDoPxhAvlmK,0.287,9,0.117,-10.904,1,0.0627,121.985,4,https://api.spotify.com/v1/tracks/4dCxKYQaooXEDoPxhAvlmK,audio_features,spotify:track:4dCxKYQaooXEDoPxhAvlmK,0.393,towers
0.973,https://api.spotify.com/v1/audio-analysis/0hXWqZeTJeixe0NUFYuvNi,0.552,148333,0.157,0hXWqZeTJeixe0NUFYuvNi,0.446,11,0.104,-18.277,1,0.029,101.855,4,https://api.spotify.com/v1/tracks/0hXWqZeTJeixe0NUFYuvNi,audio_features,spotify:track:0hXWqZeTJeixe0NUFYuvNi,0.34,hotel
0.056,https://api.spotify.com/v1/audio-analysis/47u8LLUEhpvN3rV4uPRtdm,0.529,181027,0.807,47u8LLUEhpvN3rV4uPRtdm,0.49,4,0.165,-9.862,1,0.028,147.731,4,https://api.spotify.com/v1/tracks/47u8LLUEhpvN3rV4uPRtdm,audio_features,spotify:track:47u8LLUEhpvN3rV4uPRtdm,0.636,Disco
0.663,https://api.spotify.com/v1/audio-analysis/4BG0xjKVPdQRTYQp5xLoH7,0.578,292907,0.579,4BG0xjKVPdQRTYQp5xLoH7,0.149,9,0.0938,-7.513,1,0.0265,90.009,4,https://api.spotify.com/v1/tracks/4BG0xjKVPdQRTYQp5xLoH7,audio_features,spotify:track:4BG0xjKVPdQRTYQp5xLoH7,0.744,煙突
0.0441,https://api.spotify.com/v1/audio-analysis/3ptaYwjlStYXCrD1dWDgMj,0.711,155960,0.735,3ptaYwjlStYXCrD1dWDgMj,0.127,9,0.121,-9.853,1,0.0532,122.098,4,https://api.spotify.com/v1/tracks/3ptaYwjlStYXCrD1dWDgMj,audio_features,spotify:track:3ptaYwjlStYXCrD1dWDgMj,0.962,20
0.122,https://api.spotify.com/v1/audio-analysis/3wcsJcnl4V2gR45UQ6VSW9,0.71,244000,0.555,3wcsJcnl4V2gR45UQ6VSW9,0.0143,1,0.124,-8.381,1,0.0317,118.931,4,https://api.spotify.com/v1/tracks/3wcsJcnl4V2gR45UQ6VSW9,audio_features,spotify:track:3wcsJcnl4V2gR45UQ6VSW9,0.49,クラゲ
0.369,https://api.spotify.com/v1/audio-analysis/3QeEVyre302cPjCvao7IMn,0.451,257507,0.553,3QeEVyre302cPjCvao7IMn,0.000505,7,0.164,-6.301,1,0.0293,169.899,4,https://api.spotify.com/v1/tracks/3QeEVyre302cPjCvao7IMn,audio_features,spotify:track:3QeEVyre302cPjCvao7IMn,0.546,怪物
0.00613,https://api.spotify.com/v1/audio-analysis/29lR8V6N0o2jOagle0uRX6,0.416,241493,0.854,29lR8V6N0o2jOagle0uRX6,0.167,4,0.231,-5.877,1,0.045,92.549,4,https://api.spotify.com/v1/tracks/29lR8V6N0o2jOagle0uRX6,audio_features,spotify:track:29lR8V6N0o2jOagle0uRX6,0.699,三角定規
0.527,https://api.spotify.com/v1/audio-analysis/2Q2ovZ372nxjHvcLbCkJPw,0.509,147773,0.734,2Q2ovZ372nxjHvcLbCkJPw,0.108,2,0.0928,-6.801,1,0.0421,131.029,4,https://api.spotify.com/v1/tracks/2Q2ovZ372nxjHvcLbCkJPw,audio_features,spotify:track:2Q2ovZ372nxjHvcLbCkJPw,0.592,部屋
0.311,https://api.spotify.com/v1/audio-analysis/6s3p7ooSS9yKCazTHb809G,0.533,296627,0.536,6s3p7ooSS9yKCazTHb809G,0.00381,4,0.13,-8.965,1,0.0247,92.024,4,https://api.spotify.com/v1/tracks/6s3p7ooSS9yKCazTHb809G,audio_features,spotify:track:6s3p7ooSS9yKCazTHb809G,0.347,タイムマシン
0.712,https://api.spotify.com/v1/audio-analysis/1rZvZdJ5BmeGZ7MUkI0N93,0.426,198320,0.579,1rZvZdJ5BmeGZ7MUkI0N93,0.0136,4,0.115,-7.618,1,0.0278,188.306,4,https://api.spotify.com/v1/tracks/1rZvZdJ5BmeGZ7MUkI0N93,audio_features,spotify:track:1rZvZdJ5BmeGZ7MUkI0N93,0.409,migirl
0.69,https://api.spotify.com/v1/audio-analysis/5cLvymIPbNjRYvd6o103kv,0.569,265427,0.512,5cLvymIPbNjRYvd6o103kv,0.515,7,0.0866,-10.401,1,0.0351,176.139,4,https://api.spotify.com/v1/tracks/5cLvymIPbNjRYvd6o103kv,audio_features,spotify:track:5cLvymIPbNjRYvd6o103kv,0.434,サマースノウ
0.0193,https://api.spotify.com/v1/audio-analysis/7GTYMm6x57FvIEA8VX5pLn,0.759,245926,0.662,7GTYMm6x57FvIEA8VX5pLn,0.0246,9,0.168,-7.744,1,0.0292,125.019,4,https://api.spotify.com/v1/tracks/7GTYMm6x57FvIEA8VX5pLn,audio_features,spotify:track:7GTYMm6x57FvIEA8VX5pLn,0.93,セダン
0.232,https://api.spotify.com/v1/audio-analysis/31mwnzyTzfak2oD0WoyHr3,0.767,196326,0.529,31mwnzyTzfak2oD0WoyHr3,0.00611,1,0.126,-9.637,1,0.0305,107.954,4,https://api.spotify.com/v1/tracks/31mwnzyTzfak2oD0WoyHr3,audio_features,spotify:track:31mwnzyTzfak2oD0WoyHr3,0.595,ふやけた友達
0.0795,https://api.spotify.com/v1/audio-analysis/1h4tenrk4WsxXQgtkuLOfv,0.697,258245,0.685,1h4tenrk4WsxXQgtkuLOfv,0.000511,10,0.0983,-6.205,1,0.027,126.983,4,https://api.spotify.com/v1/tracks/1h4tenrk4WsxXQgtkuLOfv,audio_features,spotify:track:1h4tenrk4WsxXQgtkuLOfv,0.831,エスパー
0.027,https://api.spotify.com/v1/audio-analysis/2qj8PJCqFuINJIbRwqEPFp,0.723,286166,0.609,2qj8PJCqFuINJIbRwqEPFp,0.03,1,0.0965,-8.445,1,0.027,118.122,4,https://api.spotify.com/v1/tracks/2qj8PJCqFuINJIbRwqEPFp,audio_features,spotify:track:2qj8PJCqFuINJIbRwqEPFp,0.902,青い月
0.339,https://api.spotify.com/v1/audio-analysis/2XSYi7WhJOHt891dPbVGMD,0.798,235213,0.301,2XSYi7WhJOHt891dPbVGMD,0.254,7,0.107,-9.92,1,0.0376,95.006,4,https://api.spotify.com/v1/tracks/2XSYi7WhJOHt891dPbVGMD,audio_features,spotify:track:2XSYi7WhJOHt891dPbVGMD,0.911,めまい
0.477,https://api.spotify.com/v1/audio-analysis/6AxqyMMNblceoNWlq7v9oI,0.692,264627,0.429,6AxqyMMNblceoNWlq7v9oI,0.647,9,0.195,-13.201,1,0.033,85.018,4,https://api.spotify.com/v1/tracks/6AxqyMMNblceoNWlq7v9oI,audio_features,spotify:track:6AxqyMMNblceoNWlq7v9oI,0.75,取り憑かれて
0.00973,https://api.spotify.com/v1/audio-analysis/7JhcIFZhB7VeTlqXWzSE9O,0.593,296640,0.556,7JhcIFZhB7VeTlqXWzSE9O,0.125,0,0.0572,-10.008,0,0.0352,157.961,4,https://api.spotify.com/v1/tracks/7JhcIFZhB7VeTlqXWzSE9O,audio_features,spotify:track:7JhcIFZhB7VeTlqXWzSE9O,0.853,Science
0.243,https://api.spotify.com/v1/audio-analysis/7yU8J799q7qxj6c7makGQC,0.762,249667,0.552,7yU8J799q7qxj6c7makGQC,0.301,5,0.0785,-11.496,1,0.0599,95.052,4,https://api.spotify.com/v1/tracks/7yU8J799q7qxj6c7makGQC,audio_features,spotify:track:7yU8J799q7qxj6c7makGQC,0.906,Alaska
0.0725,https://api.spotify.com/v1/audio-analysis/0ZX4wCDIwqljxdT4jXHUNs,0.678,257533,0.688,0ZX4wCDIwqljxdT4jXHUNs,0.175,9,0.126,-5.77,1,0.0322,119.995,4,https://api.spotify.com/v1/tracks/0ZX4wCDIwqljxdT4jXHUNs,audio_features,spotify:track:0ZX4wCDIwqljxdT4jXHUNs,0.89,うつろ
0.02,https://api.spotify.com/v1/audio-analysis/3Ntx59LM4Abrkv7M6GG4Fe,0.759,288560,0.67,3Ntx59LM4Abrkv7M6GG4Fe,0.117,8,0.0742,-8.961,1,0.0321,120.082,4,https://api.spotify.com/v1/tracks/3Ntx59LM4Abrkv7M6GG4Fe,audio_features,spotify:track:3Ntx59LM4Abrkv7M6GG4Fe,0.874,会話
0.3,https://api.spotify.com/v1/audio-analysis/0E5Wd59vnU99b5oVd4GPuq,0.598,218840,0.572,0E5Wd59vnU99b5oVd4GPuq,0.888,1,0.102,-9.045,0,0.0776,178.104,4,https://api.spotify.com/v1/tracks/0E5Wd59vnU99b5oVd4GPuq,audio_features,spotify:track:0E5Wd59vnU99b5oVd4GPuq,0.62,きまぐれ女
0.00236,https://api.spotify.com/v1/audio-analysis/3yTmiuEPAxvgLb4Aet6E8s,0.63,136933,0.925,3yTmiuEPAxvgLb4Aet6E8s,0.923,11,0.144,-6.143,0,0.0494,125.104,4,https://api.spotify.com/v1/tracks/3yTmiuEPAxvgLb4Aet6E8s,audio_features,spotify:track:3yTmiuEPAxvgLb4Aet6E8s,0.808,Chorus
0.257,https://api.spotify.com/v1/audio-analysis/1Ihomi0CNzGzP14tEGqxZx,0.395,221000,0.85,1Ihomi0CNzGzP14tEGqxZx,0.162,7,0.12,-6.39,1,0.0733,135.25,4,https://api.spotify.com/v1/tracks/1Ihomi0CNzGzP14tEGqxZx,audio_features,spotify:track:1Ihomi0CNzGzP14tEGqxZx,0.139,fly me to the mars!!!
0.839,https://api.spotify.com/v1/audio-analysis/5x8IbrSP1N1kQQV3GALCtn,0.561,320000,0.798,5x8IbrSP1N1kQQV3GALCtn,0.00917,9,0.153,-6.196,1,0.0486,90.105,4,https://api.spotify.com/v1/tracks/5x8IbrSP1N1kQQV3GALCtn,audio_features,spotify:track:5x8IbrSP1N1kQQV3GALCtn,0.578,煙突
0.00045,https://api.spotify.com/v1/audio-analysis/1PAlwAbBvgavquvpdX9hEq,0.42,352000,0.871,1PAlwAbBvgavquvpdX9hEq,2.25e-06,4,0.294,-4.278,1,0.0468,124.905,4,https://api.spotify.com/v1/tracks/1PAlwAbBvgavquvpdX9hEq,audio_features,spotify:track:1PAlwAbBvgavquvpdX9hEq,0.29,ぽあだむ - クボタタケシ REMIX Version I
0.00861,https://api.spotify.com/v1/audio-analysis/5ZlTWbI8LKuawhtVajmPqH,0.548,338440,0.748,5ZlTWbI8LKuawhtVajmPqH,0.0,2,0.294,-5.734,1,0.0311,134.915,4,https://api.spotify.com/v1/tracks/5ZlTWbI8LKuawhtVajmPqH,audio_features,spotify:track:5ZlTWbI8LKuawhtVajmPqH,0.503,夢で逢えたら
0.024,https://api.spotify.com/v1/audio-analysis/343en4W5OTupWQWLWevQha,0.538,421853,0.679,343en4W5OTupWQWLWevQha,0.713,10,0.0522,-5.856,1,0.0579,184.278,4,https://api.spotify.com/v1/tracks/343en4W5OTupWQWLWevQha,audio_features,spotify:track:343en4W5OTupWQWLWevQha,0.866,あいどんわなだい - Instrumental
0.0668,https://api.spotify.com/v1/audio-analysis/2tDHVngVSGRtb1qEYED7D5,0.19,341867,0.944,2tDHVngVSGRtb1qEYED7D5,0.0,0,0.051,-3.283,1,0.0831,142.885,4,https://api.spotify.com/v1/tracks/2tDHVngVSGRtb1qEYED7D5,audio_features,spotify:track:2tDHVngVSGRtb1qEYED7D5,0.275,援助交際
0.889,https://api.spotify.com/v1/audio-analysis/0djT3LqgtYA671dXdxIiNH,0.352,390480,0.202,0djT3LqgtYA671dXdxIiNH,0.0011,0,0.372,-10.376,1,0.034,85.379,4,https://api.spotify.com/v1/tracks/0djT3LqgtYA671dXdxIiNH,audio_features,spotify:track:0djT3LqgtYA671dXdxIiNH,0.198,なんとなく僕たちは大人になるんだ
0.526,https://api.spotify.com/v1/audio-analysis/09gdyx7S9EuaRSFvvoRiXZ,0.108,436507,0.948,09gdyx7S9EuaRSFvvoRiXZ,0.963,6,0.362,-4.049,1,0.0681,88.566,4,https://api.spotify.com/v1/tracks/09gdyx7S9EuaRSFvvoRiXZ,audio_features,spotify:track:09gdyx7S9EuaRSFvvoRiXZ,0.299,夜王子と月の姫
0.118,https://api.spotify.com/v1/audio-analysis/1Sd8QgYlAaVwXKMkZivsWn,0.448,391987,0.539,1Sd8QgYlAaVwXKMkZivsWn,0.00428,2,0.102,-6.645,1,0.029,109.505,3,https://api.spotify.com/v1/tracks/1Sd8QgYlAaVwXKMkZivsWn,audio_features,spotify:track:1Sd8QgYlAaVwXKMkZivsWn,0.655,駆け抜けて性春
0.958,https://api.spotify.com/v1/audio-analysis/3oWLmnz4URDgZNnwbUsvaS,0.371,210733,0.289,3oWLmnz4URDgZNnwbUsvaS,0.000755,10,0.12,-11.454,1,0.0331,144.493,4,https://api.spotify.com/v1/tracks/3oWLmnz4URDgZNnwbUsvaS,audio_features,spotify:track:3oWLmnz4URDgZNnwbUsvaS,0.367,BABY BABY
0.00342,https://api.spotify.com/v1/audio-analysis/0SXweWFmVhitIaP9KcwqNZ,0.415,236173,0.951,0SXweWFmVhitIaP9KcwqNZ,0.0,7,0.218,-2.428,1,0.0446,97.976,4,https://api.spotify.com/v1/tracks/0SXweWFmVhitIaP9KcwqNZ,audio_features,spotify:track:0SXweWFmVhitIaP9KcwqNZ,0.558,YOU & I VS.THE WORLD
6.68e-06,https://api.spotify.com/v1/audio-analysis/6kLGUUvH867ZRLCa3U0ZEI,0.498,332347,0.799,6kLGUUvH867ZRLCa3U0ZEI,0.000815,6,0.0896,-4.983,1,0.0334,134.021,4,https://api.spotify.com/v1/tracks/6kLGUUvH867ZRLCa3U0ZEI,audio_features,spotify:track:6kLGUUvH867ZRLCa3U0ZEI,0.338,ナイトライダー
0.0165,https://api.spotify.com/v1/audio-analysis/5kgo37debkcnJgBebD6QJE,0.204,540640,0.811,5kgo37debkcnJgBebD6QJE,1.05e-06,7,0.0925,-4.664,1,0.0462,82.819,4,https://api.spotify.com/v1/tracks/5kgo37debkcnJgBebD6QJE,audio_features,spotify:track:5kgo37debkcnJgBebD6QJE,0.332,東京
